season,Team,age,pw,pl,sos,srs,pace,f_tr,x3p_ar,ts_percent,e_fg_percent,tov_percent,orb_percent,ft_fga,opp_e_fg_percent,opp_tov_percent,opp_drb_percent,opp_ft_fga,attend,attend_g,W,L,W/L%,MOV/A,ORtg/A,DRtg/A,NRtg/A,Rk,playoffs
2012,Utah Jazz,25.6,34.0,32.0,0.3,0.92,91.4,0.302,0.153,0.525,0.481,13.0,30.2,0.227,0.493,13.8,73.8,0.245,637124.0,19307.0,36,30,0.545,0.92,107.34,106.4,0.94,15,1
2011,Utah Jazz,26.8,36.0,46.0,0.39,-1.44,91.0,0.313,0.191,0.544,0.498,13.5,27.0,0.241,0.505,13.8,71.7,0.275,799982.0,19512.0,39,43,0.476,-1.44,109.08,110.75,-1.67,20,0
2022,Washington Wizards,25.9,32.0,50.0,0.15,-3.23,97.0,0.252,0.356,0.568,0.532,12.1,20.9,0.197,0.529,10.7,76.9,0.202,641499.0,15646.0,35,47,0.427,-3.23,111.79,115.23,-3.43,24,0
2021,Washington Wizards,26.6,32.0,40.0,-0.01,-1.85,104.1,0.288,0.319,0.569,0.531,12.3,21.3,0.221,0.539,12.5,77.6,0.217,19198.0,533.0,34,38,0.472,-1.84,111.79,113.69,-1.91,22,0
2020,Washington Wizards,25.1,26.0,46.0,-0.57,-5.24,102.7,0.27,0.358,0.562,0.523,12.2,22.2,0.213,0.558,13.9,75.3,0.231,532702.0,16647.0,25,47,0.347,-5.24,111.64,116.7,-5.05,25,0
2019,Washington Wizards,26.5,34.0,48.0,-0.4,-3.3,101.4,0.266,0.37,0.567,0.531,12.3,21.3,0.204,0.546,13.5,74.1,0.199,716996.0,17448.0,32,50,0.39,-3.3,111.72,114.97,-3.25,25,0
2018,Washington Wizards,26.9,43.0,39.0,-0.06,0.53,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,739302.0,18032.0,43,39,0.524,0.53,110.0,109.49,0.5,15,1
2017,Washington Wizards,26.0,46.0,36.0,-0.45,1.36,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,0.524,13.8,75.5,0.213,697107.0,17003.0,49,33,0.598,1.36,111.96,110.49,1.46,9,1
2016,Washington Wizards,27.3,40.0,42.0,0.0,-0.5,98.5,0.263,0.282,0.544,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,725426.0,17693.0,41,41,0.5,-0.49,106.23,106.62,-0.39,17,0
2015,Washington Wizards,28.6,43.0,39.0,-0.55,0.17,93.7,0.259,0.203,0.534,0.499,14.0,24.9,0.192,0.481,12.9,77.3,0.21,747796.0,18239.0,46,36,0.561,0.17,104.38,104.13,0.25,15,1
2014,Washington Wizards,26.3,45.0,37.0,-0.79,0.48,93.2,0.248,0.246,0.538,0.506,13.6,25.2,0.181,0.504,15.0,75.7,0.22,698068.0,17026.0,44,38,0.537,0.47,106.46,105.99,0.47,15,1
2013,Washington Wizards,25.4,33.0,49.0,-0.25,-2.78,92.2,0.261,0.223,0.512,0.475,14.2,24.6,0.191,0.483,13.7,74.6,0.206,670070.0,16343.0,29,53,0.354,-2.78,100.56,103.64,-3.09,22,0
2012,Washington Wizards,24.2,22.0,44.0,-0.34,-5.14,92.5,0.253,0.196,0.508,0.472,14.2,27.3,0.184,0.492,14.2,70.9,0.229,552038.0,16728.0,20,46,0.303,-5.14,101.95,107.61,-5.66,26,0
2011,Washington Wizards,24.9,22.0,60.0,0.11,-7.3,93.8,0.29,0.172,0.513,0.471,13.9,28.0,0.216,0.512,14.4,70.5,0.249,688466.0,16792.0,23,59,0.28,-7.3,103.39,111.09,-7.71,29,0
2014,Charlotte Bobcats,25.5,40.0,42.0,-0.67,-0.89,92.4,0.297,0.219,0.522,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183,636268.0,15519.0,43,39,0.524,-0.89,104.04,105.03,-0.99,17,1
2013,Charlotte Bobcats,24.4,17.0,65.0,-0.06,-9.29,91.5,0.31,0.21,0.507,0.46,13.2,25.7,0.233,0.524,13.2,71.1,0.197,628293.0,15324.0,21,61,0.256,-9.29,102.59,112.82,-10.23,30,0
2012,Charlotte Bobcats,24.5,7.0,59.0,-0.05,-13.96,91.1,0.276,0.169,0.483,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,486984.0,14757.0,7,59,0.106,-13.96,96.12,111.59,-15.46,30,0
2011,Charlotte Bobcats,26.9,29.0,53.0,-0.08,-4.08,89.6,0.314,0.189,0.528,0.482,14.1,25.7,0.237,0.5,12.9,75.2,0.229,649694.0,15846.0,34,48,0.415,-4.08,104.43,109.11,-4.67,24,0
2013,New Orleans Hornets,24.0,30.0,52.0,0.75,-3.12,88.5,0.248,0.224,0.528,0.489,14.0,29.2,0.193,0.52,13.1,74.4,0.208,565930.0,13803.0,27,55,0.329,-3.11,107.03,110.54,-3.51,23,0
2012,New Orleans Hornets,25.5,24.0,42.0,0.65,-3.11,88.3,0.274,0.152,0.517,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218,498618.0,15110.0,21,45,0.318,-3.11,101.68,105.11,-3.44,23,0
2011,New Orleans Hornets,26.3,44.0,38.0,0.39,1.28,88.7,0.296,0.192,0.537,0.493,12.8,25.1,0.226,0.501,14.4,76.2,0.22,603088.0,14709.0,46,36,0.561,1.28,107.18,105.7,1.48,13,1
2012,New Jersey Nets,26.1,19.0,47.0,-0.39,-6.37,90.1,0.269,0.278,0.516,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,460719.0,13961.0,22,44,0.333,-6.37,103.99,111.17,-7.18,28,0
2011,New Jersey Nets,24.8,24.0,58.0,-0.04,-6.28,89.9,0.283,0.201,0.517,0.474,13.4,26.1,0.215,0.503,11.8,74.2,0.241,581378.0,13949.0,24,58,0.293,-6.28,104.11,111.1,-6.99,28,0
